OBJECTID,ISO_CODE,COUNTRY_NAME,Date_epicrv,NewCase,TotalCase,NewDeath,TotalDeath
5554,LBN,Lebanon,2020-03-11T00:00:00.000Z,29,61,1,1
5555,LBN,Lebanon,2020-03-12T00:00:00.000Z,5,66,2,3
5556,LBN,Lebanon,2020-03-13T00:00:00.000Z,0,66,0,3
5557,LBN,Lebanon,2020-03-14T00:00:00.000Z,27,93,0,3
5558,LBN,Lebanon,2020-03-15T00:00:00.000Z,6,99,0,3
5559,LBN,Lebanon,2020-03-16T00:00:00.000Z,0,99,0,3
5560,LBN,Lebanon,2020-03-17T00:00:00.000Z,21,120,0,3
5561,LBN,Lebanon,2020-03-18T00:00:00.000Z,0,120,1,4
5562,LBN,Lebanon,2020-03-19T00:00:00.000Z,29,149,0,4
5563,LBN,Lebanon,2020-03-20T00:00:00.000Z,14,163,0,4
5564,LBN,Lebanon,2020-03-21T00:00:00.000Z,43,206,0,4
5565,LBN,Lebanon,2020-03-22T00:00:00.000Z,42,248,0,4
5566,LBN,Lebanon,2020-03-23T00:00:00.000Z,19,267,0,4
5567,LBN,Lebanon,2020-03-24T00:00:00.000Z,37,304,0,4
5568,LBN,Lebanon,2020-03-25T00:00:00.000Z,29,333,0,4
5569,LBN,Lebanon,2020-03-26T00:00:00.000Z,35,368,2,6
5570,LBN,Lebanon,2020-03-27T00:00:00.000Z,23,391,1,7
5571,LBN,Lebanon,2020-03-28T00:00:00.000Z,21,412,1,8
5572,LBN,Lebanon,2020-03-29T00:00:00.000Z,26,438,2,10
5573,LBN,Lebanon,2020-03-30T00:00:00.000Z,8,446,1,11
5574,LBN,Lebanon,2020-03-31T00:00:00.000Z,17,463,1,12
5575,LBN,Lebanon,2020-04-01T00:00:00.000Z,16,479,0,12
5576,LBN,Lebanon,2020-04-02T00:00:00.000Z,15,494,4,16
5577,LBN,Lebanon,2020-04-03T00:00:00.000Z,14,508,1,17
5578,LBN,Lebanon,2020-04-04T00:00:00.000Z,12,520,0,17
5579,LBN,Lebanon,2020-04-05T00:00:00.000Z,7,527,1,18
5580,LBN,Lebanon,2020-04-06T00:00:00.000Z,14,541,1,19
5581,LBN,Lebanon,2020-04-07T00:00:00.000Z,7,548,0,19
5582,LBN,Lebanon,2020-04-08T00:00:00.000Z,27,575,0,19
5583,LBN,Lebanon,2020-04-09T00:00:00.000Z,7,582,0,19
5584,LBN,Lebanon,2020-04-10T00:00:00.000Z,27,609,1,20
5585,LBN,Lebanon,2020-04-11T00:00:00.000Z,10,619,0,20
5586,LBN,Lebanon,2020-04-12T00:00:00.000Z,11,630,0,20
5587,LBN,Lebanon,2020-04-13T00:00:00.000Z,2,632,0,20
5588,LBN,Lebanon,2020-04-14T00:00:00.000Z,9,641,1,21
5589,LBN,Lebanon,2020-04-15T00:00:00.000Z,17,658,0,21
5590,LBN,Lebanon,2020-04-16T00:00:00.000Z,5,663,0,21
5591,LBN,Lebanon,2020-04-17T00:00:00.000Z,5,668,0,21
5592,LBN,Lebanon,2020-04-18T00:00:00.000Z,4,672,0,21
5593,LBN,Lebanon,2020-04-19T00:00:00.000Z,1,673,0,21
5594,LBN,Lebanon,2020-04-20T00:00:00.000Z,4,677,0,21
5595,LBN,Lebanon,2020-04-21T00:00:00.000Z,0,677,0,21
5596,LBN,Lebanon,2020-04-22T00:00:00.000Z,5,682,1,22
5597,LBN,Lebanon,2020-04-23T00:00:00.000Z,0,682,0,22
5598,LBR,Liberia,2020-03-17T00:00:00.000Z,1,1,0,0
5599,LBR,Liberia,2020-03-18T00:00:00.000Z,1,2,0,0
5600,LBR,Liberia,2020-03-19T00:00:00.000Z,0,2,0,0
5601,LBR,Liberia,2020-03-20T00:00:00.000Z,0,2,0,0
5602,LBR,Liberia,2020-03-21T00:00:00.000Z,1,3,0,0
5603,LBR,Liberia,2020-03-22T00:00:00.000Z,0,3,0,0
5604,LBR,Liberia,2020-03-23T00:00:00.000Z,0,3,0,0
5605,LBR,Liberia,2020-03-24T00:00:00.000Z,0,3,0,0
5606,LBR,Liberia,2020-03-25T00:00:00.000Z,0,3,0,0
5607,LBR,Liberia,2020-03-26T00:00:00.000Z,0,3,0,0
5608,LBR,Liberia,2020-03-27T00:00:00.000Z,0,3,0,0
5609,LBR,Liberia,2020-03-28T00:00:00.000Z,0,3,0,0
5610,LBR,Liberia,2020-03-29T00:00:00.000Z,0,3,0,0
5611,LBR,Liberia,2020-03-30T00:00:00.000Z,0,3,0,0
5612,LBR,Liberia,2020-03-31T00:00:00.000Z,0,3,0,0
5613,LBR,Liberia,2020-04-01T00:00:00.000Z,3,6,0,0
5614,LBR,Liberia,2020-04-02T00:00:00.000Z,0,6,0,0
5615,LBR,Liberia,2020-04-03T00:00:00.000Z,0,6,0,0
5616,LBR,Liberia,2020-04-04T00:00:00.000Z,1,7,0,0
5617,LBR,Liberia,2020-04-05T00:00:00.000Z,3,10,1,1
5618,LBR,Liberia,2020-04-06T00:00:00.000Z,3,13,2,3
5619,LBR,Liberia,2020-04-07T00:00:00.000Z,1,14,0,3
5620,LBR,Liberia,2020-04-08T00:00:00.000Z,0,14,0,3
5621,LBR,Liberia,2020-04-09T00:00:00.000Z,17,31,1,4
5622,LBR,Liberia,2020-04-10T00:00:00.000Z,0,31,0,4
5623,LBR,Liberia,2020-04-11T00:00:00.000Z,6,37,1,5
5624,LBR,Liberia,2020-04-12T00:00:00.000Z,11,48,0,5
5625,LBR,Liberia,2020-04-13T00:00:00.000Z,2,50,0,5
5626,LBR,Liberia,2020-04-14T00:00:00.000Z,1,51,1,6
5627,LBR,Liberia,2020-04-15T00:00:00.000Z,8,59,0,6
5628,LBR,Liberia,2020-04-16T00:00:00.000Z,0,59,0,6
5629,LBR,Liberia,2020-04-17T00:00:00.000Z,14,73,0,6
5630,LBR,Liberia,2020-04-18T00:00:00.000Z,3,76,1,7
5631,LBR,Liberia,2020-04-19T00:00:00.000Z,5,81,0,7
5632,LBR,Liberia,2020-04-20T00:00:00.000Z,10,91,1,8
5633,LBR,Liberia,2020-04-21T00:00:00.000Z,8,99,0,8
5634,LBR,Liberia,2020-04-22T00:00:00.000Z,2,101,0,8
5635,LBR,Liberia,2020-04-23T00:00:00.000Z,0,101,0,8
5636,LBY,Libya,2020-03-25T00:00:00.000Z,1,1,0,0
5637,LBY,Libya,2020-03-26T00:00:00.000Z,0,1,0,0
5638,LBY,Libya,2020-03-27T00:00:00.000Z,0,1,0,0
5639,LBY,Libya,2020-03-28T00:00:00.000Z,0,1,0,0
5640,LBY,Libya,2020-03-29T00:00:00.000Z,2,3,0,0
5641,LBY,Libya,2020-03-30T00:00:00.000Z,5,8,0,0
5642,LBY,Libya,2020-03-31T00:00:00.000Z,0,8,0,0
5643,LBY,Libya,2020-04-01T00:00:00.000Z,2,10,0,0
5644,LBY,Libya,2020-04-02T00:00:00.000Z,0,10,0,0
5645,LBY,Libya,2020-04-03T00:00:00.000Z,1,11,1,1
5646,LBY,Libya,2020-04-04T00:00:00.000Z,6,17,0,1
5647,LBY,Libya,2020-04-05T00:00:00.000Z,1,18,0,1
5648,LBY,Libya,2020-04-06T00:00:00.000Z,0,18,0,1
5649,LBY,Libya,2020-04-07T00:00:00.000Z,1,19,0,1
5650,LBY,Libya,2020-04-08T00:00:00.000Z,2,21,0,1
5651,LBY,Libya,2020-04-09T00:00:00.000Z,0,21,0,1
5652,LBY,Libya,2020-04-10T00:00:00.000Z,3,24,0,1
5653,LBY,Libya,2020-04-11T00:00:00.000Z,0,24,0,1
5654,LBY,Libya,2020-04-12T00:00:00.000Z,1,25,0,1
5655,LBY,Libya,2020-04-13T00:00:00.000Z,0,25,0,1
5656,LBY,Libya,2020-04-14T00:00:00.000Z,1,26,0,1
5657,LBY,Libya,2020-04-15T00:00:00.000Z,9,35,0,1
5658,LBY,Libya,2020-04-16T00:00:00.000Z,13,48,0,1
5659,LBY,Libya,2020-04-17T00:00:00.000Z,1,49,0,1
5660,LBY,Libya,2020-04-18T00:00:00.000Z,0,49,0,1
5661,LBY,Libya,2020-04-19T00:00:00.000Z,0,49,0,1
5662,LBY,Libya,2020-04-20T00:00:00.000Z,2,51,0,1
5663,LBY,Libya,2020-04-21T00:00:00.000Z,0,51,0,1
5664,LBY,Libya,2020-04-22T00:00:00.000Z,8,59,0,1
5665,LBY,Libya,2020-04-23T00:00:00.000Z,0,59,0,1
5666,LIE,Liechtenstein,2020-03-05T00:00:00.000Z,1,1,0,0
5667,LIE,Liechtenstein,2020-03-06T00:00:00.000Z,0,1,0,0
5668,LIE,Liechtenstein,2020-03-07T00:00:00.000Z,0,1,0,0
5669,LIE,Liechtenstein,2020-03-08T00:00:00.000Z,0,1,0,0
5670,LIE,Liechtenstein,2020-03-09T00:00:00.000Z,0,1,0,0
5671,LIE,Liechtenstein,2020-03-10T00:00:00.000Z,0,1,0,0
5672,LIE,Liechtenstein,2020-03-11T00:00:00.000Z,0,1,0,0
5673,LIE,Liechtenstein,2020-03-12T00:00:00.000Z,3,4,0,0
5674,LIE,Liechtenstein,2020-03-13T00:00:00.000Z,0,4,0,0
5675,LIE,Liechtenstein,2020-03-14T00:00:00.000Z,0,4,0,0
5676,LIE,Liechtenstein,2020-03-15T00:00:00.000Z,0,4,0,0
5677,LIE,Liechtenstein,2020-03-16T00:00:00.000Z,3,7,0,0
5678,LIE,Liechtenstein,2020-03-17T00:00:00.000Z,0,7,0,0
5679,LIE,Liechtenstein,2020-03-18T00:00:00.000Z,18,25,0,0
5680,LIE,Liechtenstein,2020-03-19T00:00:00.000Z,0,25,0,0
5681,LIE,Liechtenstein,2020-03-20T00:00:00.000Z,9,34,0,0
5682,LIE,Liechtenstein,2020-03-21T00:00:00.000Z,2,36,0,0
5683,LIE,Liechtenstein,2020-03-22T00:00:00.000Z,0,36,0,0
5684,LIE,Liechtenstein,2020-03-23T00:00:00.000Z,10,46,0,0
5685,LIE,Liechtenstein,2020-03-24T00:00:00.000Z,0,46,0,0
5686,LIE,Liechtenstein,2020-03-25T00:00:00.000Z,1,47,0,0
5687,LIE,Liechtenstein,2020-03-26T00:00:00.000Z,4,51,0,0
5688,LIE,Liechtenstein,2020-03-27T00:00:00.000Z,5,56,0,0
5689,LIE,Liechtenstein,2020-03-28T00:00:00.000Z,4,60,0,0
5690,LIE,Liechtenstein,2020-03-29T00:00:00.000Z,1,61,0,0
5691,LIE,Liechtenstein,2020-03-30T00:00:00.000Z,1,62,0,0
5692,LIE,Liechtenstein,2020-03-31T00:00:00.000Z,2,64,0,0
5693,LIE,Liechtenstein,2020-04-01T00:00:00.000Z,4,68,0,0
5694,LIE,Liechtenstein,2020-04-02T00:00:00.000Z,4,72,0,0
5695,LIE,Liechtenstein,2020-04-03T00:00:00.000Z,3,75,0,0
5696,LIE,Liechtenstein,2020-04-04T00:00:00.000Z,1,76,0,0
5697,LIE,Liechtenstein,2020-04-05T00:00:00.000Z,1,77,1,1
5698,LIE,Liechtenstein,2020-04-06T00:00:00.000Z,1,78,0,1
5699,LIE,Liechtenstein,2020-04-07T00:00:00.000Z,0,78,0,1
5700,LIE,Liechtenstein,2020-04-08T00:00:00.000Z,0,78,0,1
5701,LIE,Liechtenstein,2020-04-09T00:00:00.000Z,1,79,0,1
5702,LIE,Liechtenstein,2020-04-10T00:00:00.000Z,0,79,0,1
5703,LIE,Liechtenstein,2020-04-11T00:00:00.000Z,1,80,0,1
5704,LIE,Liechtenstein,2020-04-12T00:00:00.000Z,0,80,0,1
5705,LIE,Liechtenstein,2020-04-13T00:00:00.000Z,0,80,0,1
5706,LIE,Liechtenstein,2020-04-14T00:00:00.000Z,0,80,0,1
5707,LIE,Liechtenstein,2020-04-15T00:00:00.000Z,1,81,0,1
5708,LIE,Liechtenstein,2020-04-16T00:00:00.000Z,0,81,0,1
5709,LIE,Liechtenstein,2020-04-17T00:00:00.000Z,0,81,0,1
5710,LIE,Liechtenstein,2020-04-18T00:00:00.000Z,0,81,0,1
5711,LIE,Liechtenstein,2020-04-19T00:00:00.000Z,1,82,0,1
5712,LIE,Liechtenstein,2020-04-20T00:00:00.000Z,0,82,0,1
5713,LIE,Liechtenstein,2020-04-21T00:00:00.000Z,0,82,0,1
5714,LIE,Liechtenstein,2020-04-22T00:00:00.000Z,0,82,0,1
5715,LIE,Liechtenstein,2020-04-23T00:00:00.000Z,0,82,0,1
5716,LTU,Lithuania,2020-02-28T00:00:00.000Z,1,1,0,0
5717,LTU,Lithuania,2020-02-29T00:00:00.000Z,0,1,0,0
5718,LTU,Lithuania,2020-03-01T00:00:00.000Z,0,1,0,0
5719,LTU,Lithuania,2020-03-02T00:00:00.000Z,0,1,0,0
5720,LTU,Lithuania,2020-03-03T00:00:00.000Z,0,1,0,0
5721,LTU,Lithuania,2020-03-04T00:00:00.000Z,0,1,0,0
5722,LTU,Lithuania,2020-03-05T00:00:00.000Z,0,1,0,0
5723,LTU,Lithuania,2020-03-06T00:00:00.000Z,0,1,0,0
5724,LTU,Lithuania,2020-03-07T00:00:00.000Z,0,1,0,0
5725,LTU,Lithuania,2020-03-08T00:00:00.000Z,0,1,0,0
5726,LTU,Lithuania,2020-03-09T00:00:00.000Z,0,1,0,0
5727,LTU,Lithuania,2020-03-10T00:00:00.000Z,0,1,0,0
5728,LTU,Lithuania,2020-03-11T00:00:00.000Z,2,3,0,0
5729,LTU,Lithuania,2020-03-12T00:00:00.000Z,0,3,0,0
5730,LTU,Lithuania,2020-03-13T00:00:00.000Z,3,6,0,0
5731,LTU,Lithuania,2020-03-14T00:00:00.000Z,2,8,0,0
5732,LTU,Lithuania,2020-03-15T00:00:00.000Z,1,9,0,0
5733,LTU,Lithuania,2020-03-16T00:00:00.000Z,8,17,0,0
5734,LTU,Lithuania,2020-03-17T00:00:00.000Z,8,25,0,0
5735,LTU,Lithuania,2020-03-18T00:00:00.000Z,1,26,0,0
5736,LTU,Lithuania,2020-03-19T00:00:00.000Z,10,36,0,0
5737,LTU,Lithuania,2020-03-20T00:00:00.000Z,33,69,1,1
5738,LTU,Lithuania,2020-03-21T00:00:00.000Z,36,105,0,1
5739,LTU,Lithuania,2020-03-22T00:00:00.000Z,0,105,0,1
5740,LTU,Lithuania,2020-03-23T00:00:00.000Z,38,143,0,1
5741,LTU,Lithuania,2020-03-24T00:00:00.000Z,36,179,0,1
5742,LTU,Lithuania,2020-03-25T00:00:00.000Z,30,209,1,2
5743,LTU,Lithuania,2020-03-26T00:00:00.000Z,65,274,2,4
5744,LTU,Lithuania,2020-03-27T00:00:00.000Z,25,299,0,4
5745,LTU,Lithuania,2020-03-28T00:00:00.000Z,59,358,1,5
5746,LTU,Lithuania,2020-03-29T00:00:00.000Z,36,394,2,7
5747,LTU,Lithuania,2020-03-30T00:00:00.000Z,90,484,0,7
5748,LTU,Lithuania,2020-03-31T00:00:00.000Z,0,484,0,7
5749,LTU,Lithuania,2020-04-01T00:00:00.000Z,49,533,0,7
5750,LTU,Lithuania,2020-04-02T00:00:00.000Z,48,581,1,8
5751,LTU,Lithuania,2020-04-03T00:00:00.000Z,68,649,1,9
5752,LTU,Lithuania,2020-04-04T00:00:00.000Z,122,771,0,9
5753,LTU,Lithuania,2020-04-05T00:00:00.000Z,0,771,0,9
5754,LTU,Lithuania,2020-04-06T00:00:00.000Z,40,811,4,13
5755,LTU,Lithuania,2020-04-07T00:00:00.000Z,32,843,1,14
5756,LTU,Lithuania,2020-04-08T00:00:00.000Z,37,880,1,15
5757,LTU,Lithuania,2020-04-09T00:00:00.000Z,32,912,0,15
5758,LTU,Lithuania,2020-04-10T00:00:00.000Z,43,955,0,15
5759,LTU,Lithuania,2020-04-11T00:00:00.000Z,44,999,2,17
5760,LTU,Lithuania,2020-04-12T00:00:00.000Z,54,1053,6,23
5761,LTU,Lithuania,2020-04-13T00:00:00.000Z,9,1062,1,24
5762,LTU,Lithuania,2020-04-14T00:00:00.000Z,8,1070,0,24
5763,LTU,Lithuania,2020-04-15T00:00:00.000Z,0,1070,0,24
5764,LTU,Lithuania,2020-04-16T00:00:00.000Z,21,1091,5,29
5765,LTU,Lithuania,2020-04-17T00:00:00.000Z,58,1149,3,32
5766,LTU,Lithuania,2020-04-18T00:00:00.000Z,90,1239,1,33
5767,LTU,Lithuania,2020-04-19T00:00:00.000Z,59,1298,0,33
5768,LTU,Lithuania,2020-04-20T00:00:00.000Z,28,1326,3,36
5769,LTU,Lithuania,2020-04-21T00:00:00.000Z,24,1350,1,37
5770,LTU,Lithuania,2020-04-22T00:00:00.000Z,20,1370,1,38
5771,LTU,Lithuania,2020-04-23T00:00:00.000Z,0,1370,0,38
5772,LUX,Luxembourg,2020-03-01T00:00:00.000Z,1,1,0,0
5773,LUX,Luxembourg,2020-03-02T00:00:00.000Z,0,1,0,0
5774,LUX,Luxembourg,2020-03-03T00:00:00.000Z,0,1,0,0
5775,LUX,Luxembourg,2020-03-04T00:00:00.000Z,0,1,0,0
5776,LUX,Luxembourg,2020-03-05T00:00:00.000Z,0,1,0,0
5777,LUX,Luxembourg,2020-03-06T00:00:00.000Z,1,2,0,0
5778,LUX,Luxembourg,2020-03-07T00:00:00.000Z,0,2,0,0
5779,LUX,Luxembourg,2020-03-08T00:00:00.000Z,0,2,0,0
5780,LUX,Luxembourg,2020-03-09T00:00:00.000Z,3,5,0,0
5781,LUX,Luxembourg,2020-03-10T00:00:00.000Z,0,5,0,0
5782,LUX,Luxembourg,2020-03-11T00:00:00.000Z,0,5,0,0
5783,LUX,Luxembourg,2020-03-12T00:00:00.000Z,12,17,0,0
5784,LUX,Luxembourg,2020-03-13T00:00:00.000Z,21,38,1,1
5785,LUX,Luxembourg,2020-03-14T00:00:00.000Z,0,38,0,1
5786,LUX,Luxembourg,2020-03-15T00:00:00.000Z,0,38,0,1
5787,LUX,Luxembourg,2020-03-16T00:00:00.000Z,43,81,0,1
5788,LUX,Luxembourg,2020-03-17T00:00:00.000Z,59,140,0,1
5789,LUX,Luxembourg,2020-03-18T00:00:00.000Z,70,210,1,2
5790,LUX,Luxembourg,2020-03-19T00:00:00.000Z,135,345,2,4
5791,LUX,Luxembourg,2020-03-20T00:00:00.000Z,139,484,1,5
5792,LUX,Luxembourg,2020-03-21T00:00:00.000Z,186,670,3,8
5793,LUX,Luxembourg,2020-03-22T00:00:00.000Z,0,670,0,8
5794,LUX,Luxembourg,2020-03-23T00:00:00.000Z,128,798,0,8
5795,LUX,Luxembourg,2020-03-24T00:00:00.000Z,77,875,0,8
5796,LUX,Luxembourg,2020-03-25T00:00:00.000Z,224,1099,0,8
5797,LUX,Luxembourg,2020-03-26T00:00:00.000Z,234,1333,0,8
5798,LUX,Luxembourg,2020-03-27T00:00:00.000Z,120,1453,1,9
5799,LUX,Luxembourg,2020-03-28T00:00:00.000Z,152,1605,6,15
5800,LUX,Luxembourg,2020-03-29T00:00:00.000Z,226,1831,3,18
5801,LUX,Luxembourg,2020-03-30T00:00:00.000Z,119,1950,3,21
5802,LUX,Luxembourg,2020-03-31T00:00:00.000Z,38,1988,1,22
5803,LUX,Luxembourg,2020-04-01T00:00:00.000Z,190,2178,1,23
5804,LUX,Luxembourg,2020-04-02T00:00:00.000Z,141,2319,6,29
5805,LUX,Luxembourg,2020-04-03T00:00:00.000Z,168,2487,1,30
5806,LUX,Luxembourg,2020-04-04T00:00:00.000Z,125,2612,1,31
5807,LUX,Luxembourg,2020-04-05T00:00:00.000Z,117,2729,0,31
5808,LUX,Luxembourg,2020-04-06T00:00:00.000Z,75,2804,5,36
5809,LUX,Luxembourg,2020-04-07T00:00:00.000Z,39,2843,5,41
5810,LUX,Luxembourg,2020-04-08T00:00:00.000Z,127,2970,3,44
5811,LUX,Luxembourg,2020-04-09T00:00:00.000Z,64,3034,2,46
5812,LUX,Luxembourg,2020-04-10T00:00:00.000Z,81,3115,6,52
5813,LUX,Luxembourg,2020-04-11T00:00:00.000Z,108,3223,2,54
5814,LUX,Luxembourg,2020-04-12T00:00:00.000Z,47,3270,8,62
5815,LUX,Luxembourg,2020-04-13T00:00:00.000Z,11,3281,4,66
5816,LUX,Luxembourg,2020-04-14T00:00:00.000Z,11,3292,3,69
5817,LUX,Luxembourg,2020-04-15T00:00:00.000Z,15,3307,0,69
5818,LUX,Luxembourg,2020-04-16T00:00:00.000Z,66,3373,0,69
5819,LUX,Luxembourg,2020-04-17T00:00:00.000Z,71,3444,0,69
5820,LUX,Luxembourg,2020-04-18T00:00:00.000Z,36,3480,3,72
5821,LUX,Luxembourg,2020-04-19T00:00:00.000Z,57,3537,0,72
5822,LUX,Luxembourg,2020-04-20T00:00:00.000Z,13,3550,1,73
5823,LUX,Luxembourg,2020-04-21T00:00:00.000Z,8,3558,2,75
5824,LUX,Luxembourg,2020-04-22T00:00:00.000Z,60,3618,3,78
5825,LUX,Luxembourg,2020-04-23T00:00:00.000Z,0,3618,0,78
5826,MDG,Madagascar,2020-03-21T00:00:00.000Z,3,3,0,0
5827,MDG,Madagascar,2020-03-22T00:00:00.000Z,0,3,0,0
5828,MDG,Madagascar,2020-03-23T00:00:00.000Z,9,12,0,0
5829,MDG,Madagascar,2020-03-24T00:00:00.000Z,1,13,0,0
5830,MDG,Madagascar,2020-03-25T00:00:00.000Z,6,19,0,0
5831,MDG,Madagascar,2020-03-26T00:00:00.000Z,0,19,0,0
5832,MDG,Madagascar,2020-03-27T00:00:00.000Z,5,24,0,0
5833,MDG,Madagascar,2020-03-28T00:00:00.000Z,2,26,0,0
5834,MDG,Madagascar,2020-03-29T00:00:00.000Z,11,37,0,0
5835,MDG,Madagascar,2020-03-30T00:00:00.000Z,7,44,0,0
5836,MDG,Madagascar,2020-03-31T00:00:00.000Z,2,46,0,0
5837,MDG,Madagascar,2020-04-01T00:00:00.000Z,7,53,0,0
5838,MDG,Madagascar,2020-04-02T00:00:00.000Z,6,59,0,0
5839,MDG,Madagascar,2020-04-03T00:00:00.000Z,6,65,0,0
5840,MDG,Madagascar,2020-04-04T00:00:00.000Z,5,70,0,0
5841,MDG,Madagascar,2020-04-05T00:00:00.000Z,0,70,0,0
5842,MDG,Madagascar,2020-04-06T00:00:00.000Z,7,77,0,0
5843,MDG,Madagascar,2020-04-07T00:00:00.000Z,8,85,0,0
5844,MDG,Madagascar,2020-04-08T00:00:00.000Z,7,92,0,0
5845,MDG,Madagascar,2020-04-09T00:00:00.000Z,1,93,0,0
5846,MDG,Madagascar,2020-04-10T00:00:00.000Z,2,95,0,0
5847,MDG,Madagascar,2020-04-11T00:00:00.000Z,0,95,0,0
5848,MDG,Madagascar,2020-04-12T00:00:00.000Z,9,104,0,0
5849,MDG,Madagascar,2020-04-13T00:00:00.000Z,2,106,0,0
5850,MDG,Madagascar,2020-04-14T00:00:00.000Z,0,106,0,0
5851,MDG,Madagascar,2020-04-15T00:00:00.000Z,4,110,0,0
5852,MDG,Madagascar,2020-04-16T00:00:00.000Z,0,110,0,0
5853,MDG,Madagascar,2020-04-17T00:00:00.000Z,7,117,0,0
5854,MDG,Madagascar,2020-04-18T00:00:00.000Z,0,117,0,0
5855,MDG,Madagascar,2020-04-19T00:00:00.000Z,3,120,0,0
5856,MDG,Madagascar,2020-04-20T00:00:00.000Z,1,121,0,0
5857,MDG,Madagascar,2020-04-21T00:00:00.000Z,0,121,0,0
5858,MDG,Madagascar,2020-04-22T00:00:00.000Z,0,121,0,0
5859,MDG,Madagascar,2020-04-23T00:00:00.000Z,0,121,0,0
5860,MWI,Malawi,2020-04-03T00:00:00.000Z,3,3,0,0
5861,MWI,Malawi,2020-04-04T00:00:00.000Z,0,3,0,0
5862,MWI,Malawi,2020-04-05T00:00:00.000Z,0,3,0,0
5863,MWI,Malawi,2020-04-06T00:00:00.000Z,1,4,0,0
5864,MWI,Malawi,2020-04-07T00:00:00.000Z,0,4,0,0
5865,MWI,Malawi,2020-04-08T00:00:00.000Z,4,8,1,1
5866,MWI,Malawi,2020-04-09T00:00:00.000Z,0,8,0,1
5867,MWI,Malawi,2020-04-10T00:00:00.000Z,0,8,0,1
5868,MWI,Malawi,2020-04-11T00:00:00.000Z,1,9,0,1
5869,MWI,Malawi,2020-04-12T00:00:00.000Z,3,12,1,2
5870,MWI,Malawi,2020-04-13T00:00:00.000Z,1,13,0,2
5871,MWI,Malawi,2020-04-14T00:00:00.000Z,3,16,0,2
5872,MWI,Malawi,2020-04-15T00:00:00.000Z,0,16,0,2
5873,MWI,Malawi,2020-04-16T00:00:00.000Z,0,16,0,2
5874,MWI,Malawi,2020-04-17T00:00:00.000Z,0,16,0,2
5875,MWI,Malawi,2020-04-18T00:00:00.000Z,1,17,0,2
5876,MWI,Malawi,2020-04-19T00:00:00.000Z,0,17,0,2
5877,MWI,Malawi,2020-04-20T00:00:00.000Z,0,17,0,2
5878,MWI,Malawi,2020-04-21T00:00:00.000Z,0,17,0,2
5879,MWI,Malawi,2020-04-22T00:00:00.000Z,1,18,0,2
5880,MWI,Malawi,2020-04-23T00:00:00.000Z,5,23,1,3
5881,MYS,Malaysia,2020-01-25T00:00:00.000Z,3,3,0,0
5882,MYS,Malaysia,2020-01-26T00:00:00.000Z,1,4,0,0
5883,MYS,Malaysia,2020-01-27T00:00:00.000Z,0,4,0,0
5884,MYS,Malaysia,2020-01-28T00:00:00.000Z,0,4,0,0
5885,MYS,Malaysia,2020-01-29T00:00:00.000Z,3,7,0,0
5886,MYS,Malaysia,2020-01-30T00:00:00.000Z,1,8,0,0
5887,MYS,Malaysia,2020-01-31T00:00:00.000Z,0,8,0,0
5888,MYS,Malaysia,2020-02-01T00:00:00.000Z,0,8,0,0
5889,MYS,Malaysia,2020-02-02T00:00:00.000Z,0,8,0,0
5890,MYS,Malaysia,2020-02-03T00:00:00.000Z,0,8,0,0
5891,MYS,Malaysia,2020-02-04T00:00:00.000Z,2,10,0,0
5892,MYS,Malaysia,2020-02-05T00:00:00.000Z,2,12,0,0
5893,MYS,Malaysia,2020-02-06T00:00:00.000Z,2,14,0,0
5894,MYS,Malaysia,2020-02-07T00:00:00.000Z,1,15,0,0
5895,MYS,Malaysia,2020-02-08T00:00:00.000Z,1,16,0,0
5896,MYS,Malaysia,2020-02-09T00:00:00.000Z,1,17,0,0
5897,MYS,Malaysia,2020-02-10T00:00:00.000Z,1,18,0,0
5898,MYS,Malaysia,2020-02-11T00:00:00.000Z,0,18,0,0
5899,MYS,Malaysia,2020-02-12T00:00:00.000Z,0,18,0,0
5900,MYS,Malaysia,2020-02-13T00:00:00.000Z,1,19,0,0
5901,MYS,Malaysia,2020-02-14T00:00:00.000Z,0,19,0,0
5902,MYS,Malaysia,2020-02-15T00:00:00.000Z,3,22,0,0
5903,MYS,Malaysia,2020-02-16T00:00:00.000Z,0,22,0,0
5904,MYS,Malaysia,2020-02-17T00:00:00.000Z,0,22,0,0
5905,MYS,Malaysia,2020-02-18T00:00:00.000Z,0,22,0,0
5906,MYS,Malaysia,2020-02-19T00:00:00.000Z,0,22,0,0
5907,MYS,Malaysia,2020-02-20T00:00:00.000Z,0,22,0,0
5908,MYS,Malaysia,2020-02-21T00:00:00.000Z,0,22,0,0
5909,MYS,Malaysia,2020-02-22T00:00:00.000Z,0,22,0,0
5910,MYS,Malaysia,2020-02-23T00:00:00.000Z,0,22,0,0
5911,MYS,Malaysia,2020-02-24T00:00:00.000Z,0,22,0,0
5912,MYS,Malaysia,2020-02-25T00:00:00.000Z,0,22,0,0
5913,MYS,Malaysia,2020-02-26T00:00:00.000Z,0,22,0,0
5914,MYS,Malaysia,2020-02-27T00:00:00.000Z,2,24,0,0
5915,MYS,Malaysia,2020-02-28T00:00:00.000Z,0,24,0,0
5916,MYS,Malaysia,2020-02-29T00:00:00.000Z,0,24,0,0
5917,MYS,Malaysia,2020-03-01T00:00:00.000Z,0,24,0,0
